VisitYear,VisitMonth,Continent,RegionId,CountryId,CityId,AttractionId,AttractionType,Attraction_Popularity,Visit_Frequency,User_Experience,Season,VisitMode
2020,3,2,14,101,3285,640,8,1.6130337772788563,1.825339013543807,2,1,4
2020,2,1,8,51,765,640,8,1.6130337772788563,3.2687168804909117,0,3,3
2020,2,2,14,108,3667,640,8,1.6130337772788563,-0.48406557357156066,1,3,4
2020,2,2,12,86,2564,640,8,1.6130337772788563,-0.48406557357156066,1,3,4
2020,2,1,8,51,743,640,8,1.6130337772788563,-0.19539000018213973,1,3,1
2020,2,1,8,51,935,640,8,1.6130337772788563,-0.48406557357156066,1,3,4
2020,2,3,15,109,4335,640,8,1.6130337772788563,-0.48406557357156066,1,3,3
2020,2,1,8,51,1327,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2020,2,4,19,145,6651,640,8,1.6130337772788563,-0.48406557357156066,1,3,3
2020,2,1,8,48,535,640,8,1.6130337772788563,-0.19539000018213973,1,3,3
2020,2,1,8,51,1459,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2020,2,1,9,55,2225,640,8,1.6130337772788563,-0.19539000018213973,1,3,2
2020,2,3,15,109,4571,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,4,1,8,48,337,640,8,1.6130337772788563,0.09328557320728123,1,1,2
2020,2,3,15,109,4011,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2020,2,1,8,51,1396,640,8,1.6130337772788563,0.959312293375544,2,3,1
2020,2,1,8,51,1633,640,8,1.6130337772788563,-0.19539000018213973,1,3,1
2020,2,1,9,54,2209,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2020,1,1,8,51,1434,640,8,1.6130337772788563,-0.19539000018213973,1,3,2
2020,2,3,15,109,4646,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2020,2,1,8,51,780,640,8,1.6130337772788563,0.38196114659670216,2,3,1
2020,2,1,8,48,545,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2020,2,4,19,144,6609,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2020,2,1,8,51,2111,640,8,1.6130337772788563,0.09328557320728123,1,3,1
2020,2,4,21,163,7977,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2020,2,1,8,48,426,640,8,1.6130337772788563,-0.48406557357156066,1,3,3
2020,1,1,8,51,1434,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2020,2,2,11,69,2282,640,8,1.6130337772788563,0.38196114659670216,2,3,3
2020,2,1,8,48,441,640,8,1.6130337772788563,-0.19539000018213973,1,3,4
2020,2,4,21,163,8688,640,8,1.6130337772788563,-0.19539000018213973,1,3,1
2020,2,4,21,163,8314,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2020,2,4,17,127,6062,640,8,1.6130337772788563,-0.48406557357156066,1,3,3
2020,2,1,8,51,859,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2020,2,1,8,48,384,640,8,1.6130337772788563,0.09328557320728123,1,3,1
2019,5,4,19,142,6544,640,8,1.6130337772788563,0.09328557320728123,1,1,3
2020,2,1,8,50,616,640,8,1.6130337772788563,-0.48406557357156066,1,3,4
2020,2,1,8,51,682,640,8,1.6130337772788563,-0.48406557357156066,1,3,3
2020,2,1,8,51,1320,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2020,1,4,21,163,8315,640,8,1.6130337772788563,0.38196114659670216,2,3,1
2020,2,2,14,101,3013,640,8,1.6130337772788563,-0.19539000018213973,1,3,3
2019,10,1,8,48,426,640,8,1.6130337772788563,-0.48406557357156066,1,0,3
2020,2,2,14,107,3567,640,8,1.6130337772788563,-0.19539000018213973,1,3,4
2020,2,1,8,48,386,640,8,1.6130337772788563,0.09328557320728123,1,3,2
2020,2,3,15,109,3687,640,8,1.6130337772788563,-0.19539000018213973,1,3,3
2019,3,3,16,115,5556,640,8,1.6130337772788563,-0.19539000018213973,1,1,2
2020,1,1,8,51,1552,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2020,1,4,17,122,5748,640,8,1.6130337772788563,0.09328557320728123,1,3,2
2020,1,1,8,51,1434,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2020,1,3,15,109,3687,640,8,1.6130337772788563,-0.48406557357156066,1,3,4
2020,1,2,14,101,3285,640,8,1.6130337772788563,-0.48406557357156066,1,3,3
2020,1,1,8,48,426,640,8,1.6130337772788563,-0.48406557357156066,1,3,3
2020,1,4,21,163,8513,640,8,1.6130337772788563,-0.19539000018213973,1,3,1
2020,1,1,8,51,2024,640,8,1.6130337772788563,0.38196114659670216,2,3,1
2020,1,2,13,93,2670,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2020,1,4,21,163,8449,640,8,1.6130337772788563,-0.19539000018213973,1,3,1
2020,1,1,8,51,1434,640,8,1.6130337772788563,0.959312293375544,2,3,3
2020,1,3,15,109,3750,640,8,1.6130337772788563,-0.48406557357156066,1,3,4
2020,1,1,8,48,535,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2020,1,4,19,141,6424,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2020,1,1,8,51,1267,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2020,1,1,8,51,1396,640,8,1.6130337772788563,-0.19539000018213973,1,3,1
2020,1,1,8,51,1434,640,8,1.6130337772788563,-0.19539000018213973,1,3,4
2020,1,2,14,105,3458,640,8,1.6130337772788563,-0.19539000018213973,1,3,1
2020,1,2,14,101,3140,640,8,1.6130337772788563,-0.19539000018213973,1,3,2
2020,1,0,3,15,69,640,8,1.6130337772788563,-0.48406557357156066,1,3,3
2020,1,3,15,109,3812,640,8,1.6130337772788563,-0.19539000018213973,1,3,2
2020,1,0,3,14,57,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2020,1,2,14,108,3671,640,8,1.6130337772788563,-0.48406557357156066,1,3,3
2020,1,0,2,7,26,640,8,1.6130337772788563,-0.19539000018213973,1,3,1
2020,1,1,8,48,426,640,8,1.6130337772788563,-0.19539000018213973,1,3,2
2020,1,1,8,48,441,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,12,2,13,93,2690,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2020,1,2,13,94,2934,640,8,1.6130337772788563,-0.48406557357156066,1,3,4
2020,1,1,8,51,1674,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2020,1,1,8,51,972,640,8,1.6130337772788563,-0.19539000018213973,1,3,3
2020,1,4,20,157,7080,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2020,1,1,8,48,554,640,8,1.6130337772788563,-0.19539000018213973,1,3,3
2020,1,1,8,48,402,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2020,1,1,9,54,2189,640,8,1.6130337772788563,-0.19539000018213973,1,3,1
2020,1,2,13,93,2708,640,8,1.6130337772788563,-0.19539000018213973,1,3,1
2020,1,1,8,51,1434,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2020,1,2,14,107,3567,640,8,1.6130337772788563,-0.19539000018213973,1,3,1
2020,1,1,8,48,426,640,8,1.6130337772788563,0.38196114659670216,2,3,1
2019,12,3,15,109,3687,640,8,1.6130337772788563,-0.19539000018213973,1,3,2
2019,12,4,20,157,7097,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2020,1,3,15,109,4118,640,8,1.6130337772788563,0.09328557320728123,1,3,2
2019,12,2,14,101,3140,640,8,1.6130337772788563,-0.19539000018213973,1,3,3
2020,1,1,8,50,611,640,8,1.6130337772788563,-0.19539000018213973,1,3,2
2020,1,3,15,109,5283,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2020,1,3,15,109,4940,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2020,1,3,15,109,3786,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2020,1,3,16,115,5506,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,11,1,8,48,535,640,8,1.6130337772788563,-0.48406557357156066,1,0,1
2019,12,2,14,106,3551,640,8,1.6130337772788563,-0.19539000018213973,1,3,2
2020,1,4,21,163,8842,640,8,1.6130337772788563,-0.48406557357156066,1,3,3
2020,1,4,21,163,8905,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2020,1,1,8,51,743,640,8,1.6130337772788563,-0.19539000018213973,1,3,2
2019,12,0,4,22,136,640,8,1.6130337772788563,-0.19539000018213973,1,3,1
2019,12,1,8,51,1275,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2020,1,0,4,22,114,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2019,8,2,12,80,2534,640,8,1.6130337772788563,0.09328557320728123,1,2,2
2019,12,4,17,133,6175,640,8,1.6130337772788563,-0.48406557357156066,1,3,3
2020,1,2,14,107,3577,640,8,1.6130337772788563,-0.19539000018213973,1,3,2
2020,1,2,12,89,2623,640,8,1.6130337772788563,-0.48406557357156066,1,3,4
2019,10,1,8,51,1396,640,8,1.6130337772788563,0.09328557320728123,1,0,3
2020,1,3,16,115,5487,640,8,1.6130337772788563,-0.19539000018213973,1,3,1
2020,1,1,8,51,1497,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2020,1,4,19,145,6689,640,8,1.6130337772788563,-0.48406557357156066,1,3,3
2020,1,4,20,155,7017,640,8,1.6130337772788563,0.38196114659670216,2,3,3
2019,12,3,15,109,4637,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2020,1,1,8,51,1434,640,8,1.6130337772788563,-0.48406557357156066,1,3,3
2020,1,1,9,54,2168,640,8,1.6130337772788563,-0.19539000018213973,1,3,3
2020,1,1,8,51,1396,640,8,1.6130337772788563,1.247987866764965,2,3,4
2019,12,0,4,22,106,640,8,1.6130337772788563,0.38196114659670216,2,3,1
2020,1,2,12,88,2604,640,8,1.6130337772788563,0.09328557320728123,1,3,1
2020,1,1,8,51,1346,640,8,1.6130337772788563,-0.19539000018213973,1,3,1
2019,12,3,16,115,5487,640,8,1.6130337772788563,-0.19539000018213973,1,3,1
2020,1,1,8,51,1434,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2019,12,2,11,71,2377,640,8,1.6130337772788563,-0.19539000018213973,1,3,1
2019,4,4,21,163,8243,640,8,1.6130337772788563,-0.19539000018213973,1,1,4
2019,12,4,20,151,6813,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2020,1,4,19,141,6429,640,8,1.6130337772788563,-0.48406557357156066,1,3,3
2019,12,1,8,51,2127,640,8,1.6130337772788563,-0.19539000018213973,1,3,3
2020,1,2,13,93,2905,640,8,1.6130337772788563,-0.19539000018213973,1,3,4
2019,12,3,15,109,4303,640,8,1.6130337772788563,-0.48406557357156066,1,3,3
2019,12,2,12,76,2488,640,8,1.6130337772788563,0.38196114659670216,2,3,2
2019,12,3,15,109,3973,640,8,1.6130337772788563,2.4026901603226487,0,3,2
2020,1,3,15,109,5272,640,8,1.6130337772788563,-0.19539000018213973,1,3,2
2019,12,3,15,109,3974,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,12,4,21,163,8137,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2019,12,2,11,69,2311,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,12,1,8,48,554,640,8,1.6130337772788563,-0.19539000018213973,1,3,4
2019,12,3,15,109,4622,640,8,1.6130337772788563,0.38196114659670216,2,3,2
2019,12,2,14,101,3013,640,8,1.6130337772788563,0.09328557320728123,1,3,3
2019,12,2,14,103,3381,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2019,12,3,15,109,3915,640,8,1.6130337772788563,-0.48406557357156066,1,3,4
2019,12,1,8,48,535,640,8,1.6130337772788563,-0.19539000018213973,1,3,2
2019,12,4,21,158,7214,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2019,12,2,11,69,2279,640,8,1.6130337772788563,-0.19539000018213973,1,3,1
2019,12,1,8,51,1930,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,12,1,8,51,1434,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,12,0,2,9,32,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2019,12,3,15,109,3915,640,8,1.6130337772788563,-0.19539000018213973,1,3,1
2019,12,1,8,51,863,640,8,1.6130337772788563,-0.48406557357156066,1,3,3
2019,12,4,17,131,6136,640,8,1.6130337772788563,0.38196114659670216,2,3,2
2019,12,4,21,163,8534,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2019,12,2,13,93,2893,640,8,1.6130337772788563,-0.19539000018213973,1,3,2
2019,12,1,8,51,2043,640,8,1.6130337772788563,-0.19539000018213973,1,3,1
2019,12,0,4,22,114,640,8,1.6130337772788563,-0.19539000018213973,1,3,1
2019,12,2,14,106,3551,640,8,1.6130337772788563,-0.19539000018213973,1,3,2
2019,12,2,14,108,3667,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2019,12,2,14,106,3551,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,12,2,14,106,3551,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,12,3,15,109,5135,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,12,4,17,131,6129,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,12,4,19,141,6424,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,12,1,8,48,545,640,8,1.6130337772788563,-0.19539000018213973,1,3,3
2019,12,1,8,51,2043,640,8,1.6130337772788563,0.38196114659670216,2,3,4
2019,12,1,8,51,1396,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,12,1,8,48,535,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,12,0,2,6,18,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2019,12,1,8,48,337,640,8,1.6130337772788563,-0.19539000018213973,1,3,4
2019,12,3,16,115,5516,640,8,1.6130337772788563,1.825339013543807,2,3,2
2019,12,2,14,106,3551,640,8,1.6130337772788563,-0.19539000018213973,1,3,2
2019,12,3,15,109,4287,640,8,1.6130337772788563,0.09328557320728123,1,3,2
2019,12,4,20,148,6740,640,8,1.6130337772788563,0.09328557320728123,1,3,3
2019,12,2,14,105,3503,640,8,1.6130337772788563,-0.19539000018213973,1,3,1
2019,12,2,14,101,3098,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,12,4,19,144,6567,640,8,1.6130337772788563,0.09328557320728123,1,3,3
2019,12,4,19,145,6714,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,11,1,8,48,535,640,8,1.6130337772788563,-0.19539000018213973,1,0,2
2019,12,1,8,48,337,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,12,1,8,48,384,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,12,4,21,163,8423,640,8,1.6130337772788563,0.09328557320728123,1,3,1
2019,12,3,15,109,4303,640,8,1.6130337772788563,-0.19539000018213973,1,3,2
2019,12,2,12,86,2564,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2019,12,2,14,105,3477,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,11,1,8,51,785,640,8,1.6130337772788563,-0.48406557357156066,1,0,1
2019,12,1,8,48,453,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,12,4,21,162,7868,640,8,1.6130337772788563,-0.48406557357156066,1,3,4
2019,12,3,15,109,3915,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,12,4,21,163,8112,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,12,1,8,48,521,640,8,1.6130337772788563,2.6913657337120696,0,3,1
2019,12,4,21,163,8995,640,8,1.6130337772788563,-0.19539000018213973,1,3,1
2019,11,3,15,109,4159,640,8,1.6130337772788563,-0.48406557357156066,1,0,3
2019,12,1,8,48,535,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2019,12,4,21,162,7858,640,8,1.6130337772788563,0.38196114659670216,2,3,1
2019,12,1,8,48,520,640,8,1.6130337772788563,-0.19539000018213973,1,3,1
2019,12,4,19,145,6642,640,8,1.6130337772788563,0.09328557320728123,1,3,4
2019,12,1,8,51,935,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2019,12,3,15,109,4305,640,8,1.6130337772788563,0.959312293375544,2,3,2
2019,12,4,21,163,8652,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,12,1,8,51,1376,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,12,1,8,48,545,640,8,1.6130337772788563,0.09328557320728123,1,3,4
2019,12,1,8,51,1434,640,8,1.6130337772788563,0.6706367199861232,2,3,2
2019,12,1,8,51,1434,640,8,1.6130337772788563,0.09328557320728123,1,3,3
2019,12,1,8,51,1724,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2019,12,3,15,109,4940,640,8,1.6130337772788563,-0.19539000018213973,1,3,2
2019,12,1,8,48,338,640,8,1.6130337772788563,-0.19539000018213973,1,3,3
2019,12,2,13,93,2819,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,2,3,16,115,5487,640,8,1.6130337772788563,-0.48406557357156066,1,3,2
2019,11,0,4,22,107,640,8,1.6130337772788563,-0.19539000018213973,1,0,3
2019,12,3,15,109,4940,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,11,2,14,107,3567,640,8,1.6130337772788563,-0.19539000018213973,1,0,3
2019,10,1,8,51,1551,640,8,1.6130337772788563,-0.48406557357156066,1,0,3
2019,12,1,8,51,869,640,8,1.6130337772788563,-0.48406557357156066,1,3,1
2019,9,1,8,51,1847,640,8,1.6130337772788563,0.6706367199861232,2,0,1
2019,11,1,8,51,698,640,8,1.6130337772788563,0.09328557320728123,1,0,1
2019,11,1,8,48,426,640,8,1.6130337772788563,-0.48406557357156066,1,0,1
2019,11,1,8,51,1018,640,8,1.6130337772788563,-0.48406557357156066,1,0,1
2019,8,1,8,51,1631,640,8,1.6130337772788563,-0.48406557357156066,1,2,1
2019,11,4,21,163,8258,640,8,1.6130337772788563,-0.48406557357156066,1,0,1
2019,11,4,21,163,8317,640,8,1.6130337772788563,0.6706367199861232,2,0,1
2019,11,1,8,48,426,640,8,1.6130337772788563,0.6706367199861232,2,0,4
2019,11,0,4,22,106,640,8,1.6130337772788563,0.09328557320728123,1,0,1
2019,10,2,14,103,3350,640,8,1.6130337772788563,0.09328557320728123,1,0,1
2019,11,1,8,51,693,640,8,1.6130337772788563,-0.48406557357156066,1,0,3
2019,11,1,8,51,1229,640,8,1.6130337772788563,-0.48406557357156066,1,0,1
2019,11,2,12,76,2479,640,8,1.6130337772788563,-0.19539000018213973,1,0,1
2019,11,2,14,108,3667,640,8,1.6130337772788563,-0.19539000018213973,1,0,1
2019,11,2,12,89,2617,640,8,1.6130337772788563,-0.48406557357156066,1,0,2
2019,11,0,4,22,107,640,8,1.6130337772788563,-0.19539000018213973,1,0,1
2019,11,1,8,51,2035,640,8,1.6130337772788563,1.825339013543807,2,0,3
2019,11,1,8,48,426,640,8,1.6130337772788563,1.536663440154386,2,0,1
2019,11,1,8,48,554,640,8,1.6130337772788563,-0.48406557357156066,1,0,4
2019,11,1,8,51,1376,640,8,1.6130337772788563,-0.19539000018213973,1,0,3
2019,11,3,15,109,5206,640,8,1.6130337772788563,0.38196114659670216,2,0,2
2019,11,3,15,109,4940,640,8,1.6130337772788563,-0.19539000018213973,1,0,3
2019,10,2,12,89,2617,640,8,1.6130337772788563,0.38196114659670216,2,0,3
